idade,renda_mensal,divida_existente,score_serasa,tempo_emprego_meses,num_emprestimos_ativos,genero,estado_civil,escolaridade,tipo_moradia,default
50,4347.53,16262.25,755,220,4,Masculino,Viúvo,Médio,Alugada,0
53,2309.33,19679.94,840,230,1,Feminino,Solteiro,Fundamental,Alugada,1
64,4437.67,4863.13,677,79,2,Feminino,Viúvo,Superior,Propria,1
37,6010.67,13572.82,490,130,2,Feminino,Casado,Pós-graduação,Propria,1
36,6055.68,20011.42,790,143,2,Feminino,Casado,Médio,Financiada,0
52,1200.66,0.0,704,135,0,Feminino,Divorciado,Pós-graduação,Financiada,0
69,4743.47,24348.17,571,89,2,Masculino,Viúvo,Médio,Financiada,1
60,2233.32,17475.76,729,169,2,Feminino,Viúvo,Fundamental,Financiada,1
34,6803.46,20017.09,819,200,1,Masculino,Solteiro,Superior,Propria,0
62,6568.29,12110.97,683,162,3,Masculino,Viúvo,Pós-graduação,Financiada,0
60,3203.95,2940.94,491,198,3,Masculino,Divorciado,Médio,Financiada,1
51,3467.91,18738.44,734,199,2,Masculino,Viúvo,Médio,Propria,1
26,4077.47,14421.87,362,226,3,Feminino,Casado,Médio,Alugada,1
43,500.0,15224.81,515,47,2,Feminino,Divorciado,Pós-graduação,Alugada,1
19,5671.94,22613.25,433,53,2,Feminino,Casado,Médio,Alugada,0
26,4454.31,20334.45,460,237,0,Masculino,Divorciado,Superior,Alugada,1
26,6940.35,28448.66,557,102,4,Feminino,Divorciado,Médio,Alugada,0
57,2803.18,16076.98,724,35,3,Masculino,Divorciado,Superior,Propria,1
34,3761.75,10161.51,827,5,2,Feminino,Divorciado,Superior,Financiada,0
18,1986.95,13681.08,657,198,3,Feminino,Solteiro,Pós-graduação,Financiada,1
42,2991.42,17909.64,674,11,0,Feminino,Divorciado,Médio,Financiada,1
60,2636.04,22111.0,870,102,0,Feminino,Casado,Fundamental,Alugada,0
57,6991.95,4730.76,308,186,2,Masculino,Viúvo,Pós-graduação,Propria,0
59,3603.48,15059.76,496,64,3,Masculino,Solteiro,Superior,Alugada,1
42,5248.35,26266.79,416,177,3,Feminino,Solteiro,Médio,Propria,1
56,4238.47,13318.54,309,170,3,Feminino,Solteiro,Pós-graduação,Propria,1
52,2461.07,21517.08,818,170,0,Masculino,Viúvo,Médio,Alugada,1
20,4663.4,18451.82,648,176,1,Masculino,Viúvo,Médio,Propria,1
67,6198.21,21691.02,703,88,1,Masculino,Solteiro,Pós-graduação,Alugada,1
54,2584.48,9331.68,874,203,3,Masculino,Solteiro,Médio,Financiada,1
61,6618.23,9362.19,303,182,3,Masculino,Divorciado,Médio,Propria,1
61,3300.56,15141.9,627,90,4,Masculino,Divorciado,Superior,Propria,1
68,4034.03,4274.45,811,86,2,Feminino,Viúvo,Superior,Financiada,1
47,6061.37,13111.82,429,210,0,Masculino,Divorciado,Pós-graduação,Financiada,0
55,3673.13,16770.14,886,212,4,Masculino,Casado,Médio,Propria,0
51,5075.15,27492.45,783,177,3,Masculino,Casado,Médio,Financiada,0
29,4370.62,17819.03,657,20,1,Feminino,Divorciado,Superior,Financiada,0
36,5258.74,19376.6,684,87,1,Feminino,Divorciado,Fundamental,Propria,1
54,500.0,23151.33,553,12,4,Feminino,Solteiro,Superior,Alugada,1
61,1340.64,8247.4,466,169,1,Feminino,Divorciado,Superior,Propria,0
66,6231.93,13844.42,768,227,1,Masculino,Casado,Médio,Propria,0
34,7074.36,31977.89,792,119,2,Masculino,Viúvo,Médio,Alugada,0
27,3179.03,14446.14,637,142,3,Masculino,Viúvo,Pós-graduação,Financiada,1
66,4511.94,22815.02,350,177,4,Masculino,Solteiro,Superior,Propria,1
64,5589.44,21746.17,355,128,0,Feminino,Viúvo,Médio,Financiada,1
29,6386.44,4653.2,372,50,0,Feminino,Divorciado,Médio,Financiada,0
33,944.65,17173.35,899,161,3,Masculino,Solteiro,Médio,Alugada,1
41,3227.92,16027.23,351,41,0,Feminino,Divorciado,Superior,Propria,1
36,4334.84,17309.71,424,61,1,Feminino,Viúvo,Médio,Alugada,1
25,6406.28,9721.21,561,94,2,Masculino,Divorciado,Pós-graduação,Alugada,1
48,9996.86,7181.56,874,159,4,Feminino,Solteiro,Superior,Alugada,0
38,4543.99,11667.93,847,99,4,Masculino,Solteiro,Médio,Propria,0
34,2186.05,14315.44,820,60,1,Feminino,Casado,Médio,Propria,1
40,5804.54,23294.89,629,92,3,Masculino,Viúvo,Superior,Alugada,1
54,7641.99,27721.18,622,181,2,Masculino,Divorciado,Médio,Propria,0
33,5216.03,24776.18,540,201,0,Masculino,Casado,Superior,Propria,1
23,3186.7,21021.3,584,185,4,Masculino,Casado,Superior,Financiada,1
25,6915.99,7969.62,563,212,4,Masculino,Viúvo,Superior,Financiada,0
42,6327.09,12137.73,598,227,3,Feminino,Divorciado,Médio,Alugada,0
35,2947.84,16469.48,504,151,2,Masculino,Viúvo,Superior,Alugada,0
42,5762.85,10572.93,590,154,0,Masculino,Divorciado,Superior,Financiada,0
29,6994.53,19040.44,510,20,4,Feminino,Casado,Pós-graduação,Financiada,0
32,7363.78,20043.4,665,17,4,Feminino,Casado,Superior,Financiada,1
43,4867.1,18754.03,763,54,0,Feminino,Casado,Superior,Propria,0
58,4283.84,22175.94,621,67,2,Feminino,Divorciado,Fundamental,Financiada,1
62,7454.55,8667.86,657,46,2,Masculino,Solteiro,Pós-graduação,Alugada,0
43,2579.68,21529.8,393,53,2,Masculino,Viúvo,Superior,Financiada,1
64,5877.16,10130.48,468,17,4,Feminino,Divorciado,Médio,Financiada,1
49,2259.95,8413.45,596,127,1,Feminino,Viúvo,Superior,Financiada,1
27,7130.75,18724.81,815,200,4,Feminino,Viúvo,Pós-graduação,Alugada,0
33,4483.91,23511.11,397,191,3,Masculino,Casado,Superior,Alugada,1
24,7537.17,18416.09,649,48,3,Masculino,Viúvo,Superior,Alugada,0
34,5982.83,15145.63,878,93,4,Feminino,Solteiro,Superior,Alugada,0
40,2553.56,17171.08,700,162,4,Feminino,Divorciado,Superior,Financiada,1
43,7849.26,15954.99,750,236,0,Masculino,Solteiro,Superior,Alugada,0
38,8102.49,7118.34,774,221,2,Masculino,Solteiro,Superior,Financiada,0
39,6764.57,6301.66,718,166,0,Feminino,Casado,Médio,Financiada,0
24,3476.82,14448.22,303,237,3,Masculino,Divorciado,Superior,Propria,1
31,4387.97,15559.0,623,185,3,Feminino,Divorciado,Pós-graduação,Alugada,1
32,5290.85,15079.33,668,56,1,Feminino,Solteiro,Superior,Alugada,0
24,3592.58,19732.71,694,5,2,Feminino,Divorciado,Médio,Propria,1
26,8384.69,13491.66,855,205,2,Masculino,Viúvo,Pós-graduação,Financiada,0
68,5288.65,18940.85,418,237,3,Masculino,Divorciado,Pós-graduação,Alugada,1
65,500.0,13987.89,489,220,0,Masculino,Divorciado,Médio,Financiada,1
25,5678.71,27763.51,715,223,4,Feminino,Viúvo,Fundamental,Propria,1
67,4303.69,15565.0,405,77,2,Feminino,Viúvo,Superior,Alugada,0
40,4850.15,31385.06,464,19,4,Feminino,Viúvo,Superior,Financiada,1
46,4262.76,17464.08,645,49,3,Feminino,Viúvo,Superior,Financiada,1
35,6614.09,13504.26,397,8,1,Feminino,Divorciado,Médio,Propria,0
48,7239.38,8703.86,785,203,3,Feminino,Casado,Médio,Financiada,0
47,5566.11,4899.78,630,141,4,Feminino,Casado,Médio,Propria,0
69,4321.38,8059.9,669,119,3,Feminino,Viúvo,Médio,Propria,0
56,4917.33,8842.76,741,150,2,Masculino,Divorciado,Fundamental,Propria,0
52,5039.2,17763.74,419,47,4,Feminino,Divorciado,Superior,Alugada,1
35,3395.14,11316.84,598,225,4,Feminino,Divorciado,Superior,Propria,1
59,6157.86,16308.49,442,79,1,Feminino,Divorciado,Médio,Alugada,1
56,5920.08,23973.85,392,209,2,Masculino,Divorciado,Superior,Financiada,1
34,8080.88,14385.34,596,55,0,Masculino,Casado,Médio,Alugada,0
31,7510.7,29554.1,746,232,1,Feminino,Solteiro,Superior,Financiada,0
48,3628.65,6769.32,779,120,2,Masculino,Solteiro,Fundamental,Propria,1
41,6640.6,13945.92,557,39,0,Feminino,Solteiro,Fundamental,Alugada,0
52,3098.09,11224.81,821,96,4,Masculino,Viúvo,Médio,Alugada,0
61,6391.86,21555.55,674,196,1,Masculino,Viúvo,Médio,Alugada,0
62,3966.77,0.0,726,166,4,Feminino,Casado,Superior,Propria,0
51,2953.49,4898.19,400,201,4,Masculino,Casado,Pós-graduação,Propria,1
20,5560.09,14248.57,543,85,4,Feminino,Divorciado,Superior,Alugada,1
54,500.0,25859.64,322,42,2,Feminino,Casado,Superior,Propria,1
60,1498.05,16580.89,653,235,0,Masculino,Viúvo,Fundamental,Propria,1
57,4645.02,5539.17,765,224,2,Masculino,Casado,Pós-graduação,Alugada,0
43,5164.88,6619.83,524,121,4,Feminino,Divorciado,Médio,Propria,0
40,4261.36,26710.93,743,158,1,Feminino,Divorciado,Médio,Financiada,1
61,1841.13,10652.06,568,69,4,Feminino,Divorciado,Pós-graduação,Alugada,1
56,3364.22,8399.26,832,99,0,Feminino,Viúvo,Médio,Propria,1
32,5782.42,25341.61,613,130,2,Masculino,Solteiro,Médio,Financiada,1
66,6163.56,22077.68,419,131,0,Masculino,Solteiro,Superior,Alugada,1
21,4967.55,23918.42,780,154,2,Feminino,Viúvo,Pós-graduação,Financiada,1
46,7313.67,8349.71,419,229,0,Feminino,Divorciado,Médio,Propria,1
39,5794.79,4324.26,435,88,0,Feminino,Divorciado,Superior,Financiada,0
42,3505.09,15932.17,376,228,2,Feminino,Viúvo,Superior,Financiada,1
30,4439.0,17345.88,653,26,2,Feminino,Solteiro,Superior,Alugada,1
35,2194.27,17552.21,357,104,2,Feminino,Divorciado,Pós-graduação,Alugada,1
50,4783.72,25347.29,385,99,3,Feminino,Divorciado,Médio,Financiada,1
33,7224.2,2863.63,300,237,0,Masculino,Solteiro,Superior,Financiada,0
62,6370.58,21017.87,376,174,3,Masculino,Viúvo,Médio,Financiada,1
59,7804.02,7323.62,821,59,3,Feminino,Casado,Médio,Propria,0
61,4394.23,20990.15,743,35,4,Masculino,Divorciado,Médio,Propria,0
19,7692.2,11675.3,880,117,3,Feminino,Solteiro,Pós-graduação,Propria,0
52,4613.39,9302.2,447,173,3,Masculino,Viúvo,Fundamental,Alugada,1
59,7943.17,10730.68,873,60,2,Feminino,Solteiro,Superior,Alugada,0
51,4956.29,4880.73,824,169,2,Feminino,Solteiro,Pós-graduação,Alugada,0
47,6414.46,15283.0,485,6,1,Feminino,Casado,Fundamental,Alugada,0
30,7950.22,9591.29,821,157,0,Masculino,Divorciado,Superior,Financiada,0
30,4613.14,20504.09,461,49,3,Masculino,Divorciado,Médio,Alugada,1
35,5436.78,19480.39,589,115,3,Masculino,Divorciado,Pós-graduação,Alugada,0
49,7577.73,26817.1,720,174,0,Feminino,Casado,Pós-graduação,Financiada,0
49,4733.99,17564.29,495,220,2,Masculino,Solteiro,Superior,Financiada,1
52,2358.22,18644.74,333,167,2,Feminino,Viúvo,Superior,Propria,1
56,9286.01,24800.7,896,127,0,Feminino,Solteiro,Pós-graduação,Financiada,0
63,4060.47,10606.36,869,232,0,Feminino,Divorciado,Médio,Financiada,0
69,5317.51,4582.19,707,4,2,Masculino,Casado,Médio,Alugada,0
46,7312.01,16400.66,596,69,0,Masculino,Solteiro,Pós-graduação,Financiada,0
66,3783.01,5041.57,836,185,2,Masculino,Casado,Superior,Propria,0
46,2984.26,32177.57,335,171,0,Masculino,Viúvo,Pós-graduação,Financiada,1
61,5507.47,25188.49,563,198,2,Masculino,Viúvo,Médio,Propria,0
33,1413.85,30147.83,681,230,1,Masculino,Divorciado,Superior,Alugada,0
61,4424.19,15437.13,413,31,2,Feminino,Casado,Médio,Financiada,1
64,5490.08,18854.02,742,78,2,Feminino,Divorciado,Pós-graduação,Propria,0
27,4460.1,11783.67,462,114,3,Masculino,Casado,Superior,Propria,1
47,1913.1,21180.47,337,76,2,Feminino,Casado,Superior,Alugada,1
42,8188.36,6491.2,391,209,0,Feminino,Viúvo,Superior,Financiada,0
56,5207.08,0.0,400,73,4,Feminino,Solteiro,Médio,Alugada,0
37,7862.3,9465.03,806,167,0,Masculino,Solteiro,Pós-graduação,Propria,0
22,4479.93,4811.69,478,56,3,Masculino,Viúvo,Superior,Alugada,1
18,3239.98,25345.49,583,10,0,Masculino,Viúvo,Pós-graduação,Propria,1
47,5538.36,27709.74,654,167,1,Feminino,Casado,Pós-graduação,Financiada,1
66,4568.43,5179.5,596,103,4,Masculino,Solteiro,Fundamental,Propria,0
20,2644.48,24042.01,834,174,4,Feminino,Divorciado,Superior,Financiada,1
62,7939.57,21659.69,787,129,3,Masculino,Divorciado,Superior,Propria,0
31,3755.46,4011.56,578,218,4,Feminino,Solteiro,Pós-graduação,Alugada,0
47,1319.47,12268.13,843,179,2,Masculino,Solteiro,Superior,Alugada,0
67,7656.33,10938.85,892,117,3,Feminino,Solteiro,Superior,Propria,0
21,3991.4,20235.97,654,119,1,Feminino,Casado,Pós-graduação,Propria,1
35,3784.35,6398.54,618,236,4,Feminino,Viúvo,Pós-graduação,Alugada,1
54,1469.22,14307.89,494,235,4,Masculino,Viúvo,Pós-graduação,Alugada,1
42,8481.88,10198.46,392,199,3,Masculino,Casado,Superior,Propria,0
65,2421.04,18313.39,732,48,4,Feminino,Divorciado,Fundamental,Propria,1
18,5116.9,13482.46,857,186,4,Masculino,Casado,Pós-graduação,Alugada,0
63,6825.24,11253.28,326,37,1,Masculino,Solteiro,Superior,Financiada,0
32,5843.43,13506.92,714,15,1,Masculino,Viúvo,Médio,Financiada,0
26,4880.69,29252.3,461,119,3,Masculino,Viúvo,Pós-graduação,Financiada,1
32,1596.67,12081.7,400,87,4,Feminino,Casado,Superior,Financiada,1
66,3380.55,7712.96,772,214,0,Feminino,Viúvo,Fundamental,Alugada,0
41,5375.6,19084.03,457,118,3,Feminino,Casado,Médio,Propria,1
21,3425.65,13995.33,791,77,1,Feminino,Viúvo,Pós-graduação,Financiada,0
29,5406.72,5093.36,308,26,0,Feminino,Casado,Pós-graduação,Alugada,1
54,6363.49,30620.47,511,73,4,Feminino,Solteiro,Médio,Financiada,1
54,6925.01,12532.65,738,122,3,Feminino,Casado,Superior,Propria,0
60,2547.64,12354.91,410,155,3,Masculino,Viúvo,Médio,Alugada,1
23,9393.29,16118.85,502,216,1,Feminino,Casado,Pós-graduação,Propria,0
56,6534.96,27110.82,364,193,2,Feminino,Casado,Superior,Propria,1
63,4996.57,3241.78,460,44,2,Feminino,Viúvo,Médio,Alugada,0
41,7179.07,16931.9,713,160,2,Masculino,Solteiro,Superior,Propria,0
28,9730.82,29610.91,565,127,3,Masculino,Casado,Superior,Propria,0
30,2122.56,15901.1,871,59,1,Feminino,Divorciado,Superior,Financiada,1
51,4549.47,6352.66,504,177,1,Feminino,Divorciado,Superior,Propria,1
42,500.0,10671.22,883,125,2,Masculino,Solteiro,Superior,Propria,1
24,5385.3,16448.18,455,173,0,Masculino,Solteiro,Fundamental,Propria,0
69,5730.79,24315.63,472,34,2,Feminino,Viúvo,Pós-graduação,Financiada,1
21,4921.68,12624.65,607,238,3,Feminino,Viúvo,Fundamental,Propria,1
25,3690.93,20786.56,749,40,0,Feminino,Casado,Superior,Propria,1
37,900.97,4952.42,361,185,1,Feminino,Solteiro,Médio,Financiada,1
46,5747.07,4893.97,672,204,4,Feminino,Casado,Médio,Financiada,0
68,7910.87,11620.4,759,182,0,Feminino,Viúvo,Superior,Alugada,0
62,3817.96,25066.2,774,132,1,Feminino,Casado,Superior,Alugada,1
63,5880.12,15482.12,680,4,0,Masculino,Casado,Superior,Propria,0
27,1863.71,17028.68,871,149,2,Feminino,Casado,Superior,Financiada,1
60,5914.43,16946.56,385,33,0,Masculino,Solteiro,Superior,Alugada,0
51,4213.24,22764.46,442,192,0,Masculino,Divorciado,Superior,Alugada,1
43,3475.16,10728.46,306,186,0,Masculino,Solteiro,Pós-graduação,Financiada,1
58,3479.27,19818.0,594,144,3,Feminino,Casado,Fundamental,Propria,1
66,4212.78,9183.82,818,50,3,Masculino,Viúvo,Médio,Propria,1
20,5764.87,28882.91,825,176,2,Masculino,Divorciado,Pós-graduação,Financiada,0
23,2375.67,9397.26,333,136,4,Feminino,Casado,Médio,Propria,0
22,4205.77,8823.27,628,201,3,Feminino,Casado,Superior,Financiada,1
22,4917.06,18847.69,333,124,4,Feminino,Viúvo,Médio,Propria,1
64,2801.92,15558.52,705,142,3,Feminino,Casado,Pós-graduação,Alugada,1
40,8593.33,17287.97,317,108,1,Feminino,Casado,Médio,Financiada,0
66,3293.01,16591.2,729,156,1,Feminino,Divorciado,Superior,Propria,1
26,3661.13,7367.25,727,180,0,Feminino,Solteiro,Médio,Propria,0
52,3043.38,26293.51,592,152,4,Feminino,Viúvo,Superior,Financiada,1
37,8596.96,21254.8,879,84,0,Feminino,Viúvo,Superior,Propria,0
66,6105.81,24512.65,379,208,0,Feminino,Viúvo,Pós-graduação,Alugada,1
59,3126.82,11301.68,385,218,3,Masculino,Solteiro,Fundamental,Propria,0
52,7212.46,17915.66,871,27,3,Feminino,Solteiro,Médio,Alugada,0
67,5401.4,16381.58,347,150,0,Masculino,Divorciado,Fundamental,Propria,1
35,5514.51,22896.02,383,102,3,Masculino,Divorciado,Médio,Alugada,1
34,4311.05,23121.74,607,99,1,Feminino,Viúvo,Médio,Alugada,1
41,3501.17,16351.36,551,2,1,Feminino,Solteiro,Médio,Propria,1
20,5675.53,4374.34,780,32,4,Feminino,Divorciado,Médio,Propria,0
49,3909.83,27457.63,479,198,1,Feminino,Casado,Médio,Financiada,1
52,8633.51,18891.91,895,68,0,Masculino,Solteiro,Médio,Alugada,0
55,2461.42,10740.94,609,89,2,Feminino,Casado,Médio,Financiada,1
30,8072.31,17845.79,725,16,3,Masculino,Divorciado,Pós-graduação,Propria,0
64,4777.36,4422.35,785,80,0,Masculino,Casado,Fundamental,Financiada,1
42,5598.17,22387.47,338,110,3,Feminino,Divorciado,Pós-graduação,Alugada,1
26,6666.32,4701.52,578,66,4,Feminino,Viúvo,Médio,Alugada,0
21,3739.5,13454.16,675,66,0,Masculino,Viúvo,Fundamental,Financiada,1
31,6728.5,16711.18,340,33,0,Feminino,Viúvo,Médio,Alugada,1
54,500.0,22271.88,346,7,0,Feminino,Solteiro,Pós-graduação,Financiada,1
51,3560.02,15745.81,783,44,4,Feminino,Solteiro,Pós-graduação,Alugada,0
28,3151.87,19444.74,484,59,0,Feminino,Viúvo,Médio,Financiada,1
58,2492.99,14802.83,371,183,3,Feminino,Solteiro,Médio,Propria,0
20,4570.09,14774.7,868,69,2,Feminino,Divorciado,Pós-graduação,Alugada,1
45,5771.5,15598.34,873,100,0,Feminino,Casado,Pós-graduação,Alugada,0
46,6405.32,13676.59,641,108,4,Masculino,Divorciado,Superior,Alugada,0
26,5481.75,3194.01,868,149,4,Feminino,Viúvo,Pós-graduação,Financiada,0
20,3668.61,9621.74,542,160,0,Masculino,Casado,Pós-graduação,Alugada,0
42,5738.03,16713.42,627,177,4,Masculino,Divorciado,Superior,Propria,1
51,5248.57,13256.15,452,198,1,Feminino,Casado,Médio,Propria,1
29,6872.11,13909.34,554,231,4,Feminino,Solteiro,Médio,Alugada,0
59,6553.87,12736.52,723,210,2,Feminino,Casado,Superior,Propria,0
26,5060.95,8954.81,531,111,1,Masculino,Casado,Médio,Alugada,0
32,3205.49,11548.3,828,173,3,Masculino,Viúvo,Médio,Financiada,1
57,3694.1,12852.18,891,51,1,Feminino,Solteiro,Médio,Financiada,0
42,3900.42,15036.0,795,118,2,Feminino,Divorciado,Superior,Financiada,1
22,4369.47,17753.65,475,73,1,Feminino,Viúvo,Superior,Alugada,1
28,5536.1,13736.15,850,214,0,Feminino,Casado,Médio,Financiada,1
51,6430.35,7792.41,442,65,4,Masculino,Divorciado,Pós-graduação,Propria,1
41,4897.76,5213.43,316,148,0,Masculino,Casado,Médio,Alugada,0
32,5032.25,33182.06,548,151,0,Masculino,Casado,Pós-graduação,Propria,1
55,5286.61,7091.29,334,175,0,Masculino,Divorciado,Superior,Financiada,1
25,3968.19,11369.62,445,120,1,Masculino,Casado,Médio,Alugada,1
22,3149.22,18619.0,464,12,3,Feminino,Casado,Pós-graduação,Propria,1
65,1489.12,17526.02,410,63,4,Masculino,Divorciado,Médio,Propria,1
43,3609.7,18646.06,373,4,1,Feminino,Divorciado,Médio,Financiada,1
35,5946.29,11900.98,653,145,0,Masculino,Viúvo,Médio,Financiada,0
23,3594.18,16669.91,573,115,2,Masculino,Divorciado,Superior,Propria,1
54,4524.39,15429.41,578,202,2,Feminino,Viúvo,Pós-graduação,Financiada,1
65,5932.86,12815.08,330,36,0,Masculino,Divorciado,Pós-graduação,Alugada,1
30,6041.38,16717.87,825,53,3,Feminino,Viúvo,Superior,Alugada,0
45,2840.93,22387.56,834,31,4,Feminino,Viúvo,Superior,Propria,0
22,6994.12,14844.6,809,27,1,Feminino,Casado,Superior,Alugada,0
30,7254.7,14891.17,813,85,3,Feminino,Solteiro,Médio,Propria,0
34,2740.3,22477.13,477,44,2,Masculino,Divorciado,Fundamental,Propria,1
67,3352.33,21729.52,628,27,0,Masculino,Divorciado,Pós-graduação,Propria,0
57,7382.18,26087.56,870,64,1,Feminino,Casado,Pós-graduação,Propria,0
62,4706.29,2706.39,471,69,3,Feminino,Solteiro,Pós-graduação,Financiada,1
49,560.44,21335.83,695,202,3,Masculino,Solteiro,Pós-graduação,Alugada,1
46,2200.64,19211.06,894,41,3,Masculino,Divorciado,Médio,Alugada,1
68,4501.26,8800.43,334,160,1,Feminino,Divorciado,Fundamental,Financiada,0
20,2673.91,16761.12,596,15,4,Feminino,Viúvo,Pós-graduação,Financiada,1
57,4173.15,22357.85,768,140,1,Feminino,Solteiro,Superior,Financiada,1
51,5064.79,9195.89,794,148,0,Feminino,Solteiro,Médio,Financiada,0
57,7924.51,18097.94,534,58,1,Masculino,Viúvo,Pós-graduação,Propria,1
44,4419.09,21099.48,338,239,3,Feminino,Viúvo,Médio,Financiada,1
30,7145.08,7502.86,518,46,4,Masculino,Divorciado,Superior,Alugada,0
62,7857.52,14004.0,516,166,4,Feminino,Solteiro,Pós-graduação,Propria,1
50,7868.62,17106.78,719,109,0,Feminino,Casado,Pós-graduação,Alugada,0
23,5569.51,9427.08,473,125,0,Masculino,Viúvo,Superior,Alugada,1
41,1073.42,8845.93,412,215,2,Masculino,Solteiro,Médio,Alugada,1
36,5921.65,14054.69,473,42,2,Masculino,Solteiro,Médio,Financiada,1
33,7096.8,20611.48,373,154,2,Masculino,Solteiro,Médio,Alugada,1
57,4837.87,19506.14,835,108,1,Feminino,Solteiro,Superior,Alugada,0
45,8489.17,8970.11,331,164,4,Feminino,Viúvo,Médio,Alugada,0
50,6719.67,19565.18,553,113,0,Feminino,Casado,Superior,Financiada,1
65,6136.55,9148.42,796,2,2,Feminino,Casado,Superior,Alugada,0
58,7172.76,3728.81,412,75,0,Masculino,Viúvo,Médio,Financiada,1
30,5666.74,12430.0,494,6,2,Feminino,Solteiro,Pós-graduação,Propria,1
60,500.0,22860.79,827,185,1,Masculino,Viúvo,Médio,Alugada,1
62,4001.72,19591.72,740,19,1,Feminino,Viúvo,Pós-graduação,Financiada,0
42,7394.34,14989.0,788,78,3,Feminino,Solteiro,Médio,Propria,0
59,3384.82,12083.06,796,64,0,Masculino,Viúvo,Pós-graduação,Alugada,1
53,4553.05,12271.67,323,114,3,Feminino,Viúvo,Superior,Propria,0
44,2910.33,15761.49,589,201,1,Feminino,Solteiro,Superior,Alugada,0
55,8567.85,7520.94,607,141,1,Masculino,Casado,Superior,Alugada,0
24,8362.98,12563.25,603,206,0,Masculino,Viúvo,Pós-graduação,Propria,0
22,3232.26,13491.01,337,97,3,Masculino,Divorciado,Superior,Propria,1
60,5294.6,5542.48,685,48,3,Feminino,Solteiro,Médio,Financiada,0
62,3639.01,9130.86,880,216,3,Masculino,Divorciado,Médio,Alugada,1
68,6229.89,17873.55,381,222,0,Masculino,Viúvo,Médio,Propria,0
48,6019.37,15066.58,417,73,0,Feminino,Casado,Superior,Financiada,0
40,6623.41,12838.67,349,36,0,Masculino,Viúvo,Superior,Alugada,0
59,5663.84,8620.01,373,133,4,Feminino,Solteiro,Médio,Alugada,0
27,10870.81,26037.95,405,5,1,Masculino,Casado,Fundamental,Propria,0
49,2944.15,9134.15,898,27,4,Feminino,Viúvo,Superior,Propria,0
60,1578.79,16761.15,625,101,4,Masculino,Solteiro,Fundamental,Propria,1
47,4213.82,11584.92,655,120,1,Masculino,Divorciado,Pós-graduação,Alugada,1
56,1864.02,15253.96,767,205,2,Masculino,Viúvo,Pós-graduação,Propria,0
48,2015.08,18203.27,583,140,2,Masculino,Divorciado,Pós-graduação,Propria,1
35,2997.37,5408.2,484,12,2,Feminino,Solteiro,Médio,Financiada,1
53,3155.62,14953.69,453,122,0,Masculino,Solteiro,Superior,Propria,1
19,3090.76,23335.1,417,9,0,Feminino,Divorciado,Fundamental,Financiada,1
31,6036.44,27330.51,566,79,3,Feminino,Casado,Fundamental,Propria,1
30,3987.62,14089.9,684,166,3,Feminino,Viúvo,Superior,Propria,0
46,4640.97,15291.77,554,98,4,Masculino,Solteiro,Superior,Financiada,1
29,6788.47,30479.33,540,206,3,Masculino,Casado,Superior,Alugada,1
56,3467.35,22944.47,470,150,0,Masculino,Solteiro,Médio,Alugada,1
19,4470.91,10679.01,847,36,4,Masculino,Solteiro,Superior,Alugada,0
49,5731.52,10667.12,877,120,3,Feminino,Solteiro,Fundamental,Financiada,0
30,1116.86,21695.85,484,7,3,Feminino,Divorciado,Superior,Propria,1
63,500.0,7922.74,709,217,2,Feminino,Divorciado,Superior,Financiada,1
44,5692.23,22614.09,887,187,0,Masculino,Solteiro,Pós-graduação,Alugada,0
66,5984.03,17340.1,445,85,4,Feminino,Viúvo,Superior,Financiada,1
58,9128.44,18624.05,337,4,1,Feminino,Casado,Pós-graduação,Financiada,0
34,5316.19,13202.86,789,121,3,Feminino,Solteiro,Superior,Alugada,0
57,6639.48,10591.23,561,225,0,Feminino,Casado,Superior,Propria,0
48,4609.05,25233.95,425,26,4,Feminino,Solteiro,Pós-graduação,Propria,1
51,5594.45,13272.84,644,123,0,Masculino,Casado,Superior,Alugada,0
41,8334.51,12123.45,560,146,0,Feminino,Viúvo,Superior,Propria,0
62,752.01,14439.04,742,170,4,Feminino,Casado,Pós-graduação,Alugada,1
52,5827.23,16351.15,407,42,2,Feminino,Solteiro,Superior,Propria,0
65,9271.17,7784.22,856,34,2,Feminino,Viúvo,Fundamental,Alugada,0
23,5564.07,11045.9,736,236,3,Feminino,Solteiro,Médio,Financiada,0
36,8301.15,10673.78,813,211,2,Masculino,Solteiro,Médio,Financiada,0
47,3741.58,20916.96,389,54,3,Feminino,Divorciado,Pós-graduação,Financiada,1
24,4935.91,8798.26,514,60,3,Masculino,Casado,Pós-graduação,Alugada,0
27,5067.05,2709.62,618,46,4,Masculino,Solteiro,Superior,Financiada,0
58,564.82,1230.34,356,101,0,Masculino,Viúvo,Fundamental,Financiada,1
49,2663.64,4707.34,858,76,1,Masculino,Viúvo,Superior,Propria,0
51,2806.25,24530.77,701,55,1,Masculino,Viúvo,Pós-graduação,Financiada,0
45,6644.13,15113.45,521,81,2,Feminino,Divorciado,Médio,Alugada,1
32,6744.31,18508.74,774,145,4,Feminino,Solteiro,Fundamental,Alugada,0
47,5648.07,18755.41,407,192,1,Masculino,Viúvo,Superior,Financiada,1
54,6648.21,15393.29,479,223,0,Masculino,Divorciado,Superior,Propria,1
46,4671.7,14476.53,476,52,3,Masculino,Viúvo,Superior,Financiada,1
